用户码,曾助力,曾拼团,曾推荐,设备,城市类型,R值,M值,裂变类型,是否转化
35274,1,1,1,电脑,一线,1,239.7,拼团盛放,1
35275,1,0,0,电脑,二线,6,40.19,没有促销,0
35276,1,0,0,电脑,二线,5,29.99,没有促销,0
35277,1,0,1,电脑,一线,10,88.33,没有促销,0
35278,1,0,1,手机,一线,3,152.9,拼团盛放,0
35279,1,0,1,手机,二线,7,67.55,拼团盛放,0
35280,1,1,1,电脑,二线,1,1230.45,情侣花享,1
35281,1,0,1,手机,二线,3,251.53,没有促销,0
35282,0,1,1,手机,二线,6,126.69,没有促销,0
35283,0,1,1,电脑,中小,7,41.81,拼团盛放,0
35284,0,1,0,电脑,二线,8,43.67,没有促销,1
35285,1,0,0,电脑,一线,3,246.39,情侣花享,0
35286,0,1,1,其它,一线,3,555.52,情侣花享,0
35287,1,0,1,手机,二线,11,114.47,没有促销,0
35288,1,0,0,手机,二线,7,29.99,情侣花享,0
35289,1,0,1,手机,二线,6,670.6,没有促销,0
35290,0,1,0,电脑,二线,9,129.97,拼团盛放,0
35291,1,0,0,其它,二线,3,302.05,拼团盛放,0
35292,0,1,0,手机,二线,9,191.56,拼团盛放,0
35293,0,1,0,手机,一线,3,111.04,情侣花享,0
35294,0,1,1,手机,二线,1,218.32,没有促销,0
35295,1,0,0,电脑,二线,2,404.54,拼团盛放,0
35296,0,1,0,手机,一线,4,29.99,没有促销,1
35297,0,1,0,电脑,中小,3,380.71,情侣花享,0
35298,0,1,1,电脑,二线,6,143.32,没有促销,0
35299,1,0,0,手机,二线,10,76.57,情侣花享,0
35300,0,1,0,电脑,二线,9,29.99,情侣花享,0
35301,1,0,0,电脑,二线,5,74.38,情侣花享,1
35302,1,0,0,手机,一线,10,196.02,没有促销,0
35303,1,0,0,电脑,二线,2,390.21,情侣花享,1
35304,0,1,1,电脑,二线,5,93,情侣花享,0
35305,1,0,1,手机,二线,11,142.94,没有促销,0
35306,0,1,0,电脑,一线,8,54.36,情侣花享,0
35307,1,0,1,手机,二线,3,43.51,情侣花享,1
35308,1,0,1,电脑,中小,5,109.85,拼团盛放,0
35309,0,1,1,手机,二线,6,147.95,情侣花享,1
35310,0,1,0,电脑,一线,2,476.26,拼团盛放,1
35311,1,0,0,电脑,二线,4,117.46,情侣花享,0
35312,1,0,0,电脑,一线,4,38.18,情侣花享,0
35313,1,0,0,电脑,二线,9,29.99,拼团盛放,0
35314,0,1,0,手机,中小,1,72.74,没有促销,0
35315,0,1,0,电脑,一线,8,29.99,没有促销,0
35316,1,0,0,电脑,二线,2,29.99,没有促销,1
35317,1,0,0,手机,二线,5,194.65,没有促销,0
35318,1,1,1,电脑,一线,3,634.02,情侣花享,0
35319,0,1,0,电脑,二线,4,444.07,没有促销,0
35320,0,1,0,电脑,一线,7,166.84,拼团盛放,0
35321,0,1,1,其它,一线,4,837.13,拼团盛放,1
35322,0,1,1,电脑,二线,1,560.41,情侣花享,0
35323,1,0,1,其它,二线,8,471.8,拼团盛放,0
35324,0,1,0,手机,一线,1,61.53,拼团盛放,0
35325,1,0,1,手机,一线,9,29.99,拼团盛放,0
35326,1,0,0,电脑,一线,7,250.89,拼团盛放,0
35327,0,1,0,手机,一线,4,72.35,拼团盛放,0
35328,1,0,0,手机,中小,11,38.91,情侣花享,0
35329,1,0,1,电脑,二线,1,382.24,拼团盛放,1
35330,0,1,0,手机,一线,4,146.61,没有促销,0
35331,0,1,0,电脑,二线,10,29.99,拼团盛放,1
35332,1,1,0,手机,二线,1,300.63,没有促销,0
35333,0,1,1,手机,一线,1,142.42,情侣花享,0
35334,1,0,0,电脑,中小,10,43.53,情侣花享,0
35335,0,1,1,手机,二线,6,29.99,情侣花享,0
35336,1,0,0,手机,一线,9,201.42,拼团盛放,0
35337,0,1,1,手机,二线,1,209.24,没有促销,0
35338,0,1,1,电脑,一线,5,77.98,情侣花享,0
35339,1,0,1,手机,一线,11,254.28,情侣花享,1
35340,1,0,0,手机,一线,11,163.62,拼团盛放,0
35341,1,0,0,电脑,一线,4,29.99,没有促销,0
35342,1,0,0,电脑,一线,10,29.99,拼团盛放,0
35343,1,0,1,手机,二线,8,750.6,没有促销,0
35344,0,1,0,手机,二线,3,130.15,拼团盛放,0
35345,0,1,1,电脑,一线,7,29.99,没有促销,0
35346,0,1,1,电脑,一线,6,81.2,没有促销,0
35347,0,1,1,手机,中小,2,616.26,情侣花享,0
35348,1,0,0,手机,一线,4,317.41,拼团盛放,0
35349,1,0,0,电脑,一线,3,99.51,情侣花享,1
35350,1,0,0,手机,一线,3,29.99,拼团盛放,0
35351,0,1,0,电脑,一线,12,29.99,情侣花享,0
35352,0,1,0,手机,一线,1,29.99,没有促销,0
35353,1,0,0,电脑,一线,4,138.3,情侣花享,0
35354,1,0,1,电脑,二线,9,183.13,没有促销,0
35355,0,1,1,手机,一线,3,29.99,拼团盛放,0
35356,1,0,1,电脑,中小,1,29.99,没有促销,0
35357,1,0,1,手机,二线,5,146.94,没有促销,0
35358,1,0,1,电脑,二线,4,442.32,没有促销,0
35359,1,0,1,电脑,中小,1,306.99,情侣花享,1
35360,1,0,0,手机,二线,8,44.44,情侣花享,1
35361,1,0,0,手机,二线,9,48.38,情侣花享,0
35362,1,0,1,电脑,一线,8,193.69,拼团盛放,0
35363,1,0,0,手机,一线,9,76.88,拼团盛放,0
35364,1,1,1,手机,一线,10,422.14,没有促销,0
35365,0,1,0,电脑,一线,10,220.52,拼团盛放,0
35366,0,1,0,手机,一线,7,213.15,没有促销,0
35367,1,0,0,手机,一线,10,316.53,没有促销,0
35368,1,0,0,手机,二线,6,154.55,没有促销,0
35369,1,0,0,电脑,二线,10,35.64,情侣花享,0
35370,0,1,1,电脑,二线,10,178.86,没有促销,0
35371,1,0,0,其它,二线,1,296.4,没有促销,0
35372,1,0,1,手机,二线,6,358.02,拼团盛放,0
35373,1,0,1,电脑,一线,7,146.07,拼团盛放,0
35374,1,1,0,电脑,一线,3,226.01,拼团盛放,0
35375,1,0,0,电脑,一线,1,68.76,情侣花享,1
35376,0,1,0,其它,二线,6,386.15,没有促销,0
35377,0,1,0,电脑,中小,9,273.43,拼团盛放,0
35378,1,0,1,手机,一线,12,137.96,拼团盛放,0
35379,0,1,1,电脑,一线,9,83.65,没有促销,0
35380,1,0,0,电脑,二线,10,29.99,拼团盛放,0
35381,0,1,1,手机,一线,10,29.99,拼团盛放,0
35382,0,1,0,手机,二线,1,36.59,拼团盛放,0
35383,1,0,1,手机,二线,4,29.99,情侣花享,0
35384,1,0,1,手机,一线,7,95.13,情侣花享,0
35385,0,1,1,手机,一线,1,1095.84,情侣花享,0
35386,0,1,0,其它,一线,4,443.72,情侣花享,0
35387,0,1,1,电脑,中小,5,291.86,情侣花享,0
35388,0,1,0,手机,二线,10,29.99,拼团盛放,0
35389,1,0,1,手机,二线,4,661.42,情侣花享,0
35390,1,0,0,电脑,二线,3,214.9,拼团盛放,0
35391,1,0,1,手机,一线,9,53.76,没有促销,0
35392,0,1,1,电脑,二线,2,68.4,情侣花享,0
35393,1,0,0,手机,一线,2,148.83,没有促销,0
35394,0,1,0,手机,二线,1,267.79,情侣花享,0
35395,0,1,0,电脑,二线,3,100.64,拼团盛放,0
35396,1,0,1,手机,二线,10,29.99,没有促销,0
35397,1,0,0,电脑,一线,8,282.26,没有促销,0
35398,0,1,0,电脑,二线,3,204.19,没有促销,0
35399,0,1,1,电脑,二线,12,64.63,没有促销,0
35400,1,1,0,手机,一线,12,310.47,拼团盛放,1
35401,0,1,1,电脑,一线,4,99.27,拼团盛放,0
35402,1,0,0,手机,一线,3,151.61,拼团盛放,0
35403,1,0,1,电脑,一线,9,217.65,没有促销,0
35404,0,1,1,手机,二线,10,29.99,情侣花享,0
35405,1,0,0,电脑,中小,3,165.31,情侣花享,1
35406,0,1,0,电脑,二线,10,132.95,没有促销,0
35407,0,1,0,电脑,一线,2,364.55,情侣花享,1
35408,0,1,1,电脑,一线,11,157.82,拼团盛放,0
35409,0,1,0,手机,一线,6,170.16,情侣花享,0
35410,1,1,0,电脑,一线,3,375.47,情侣花享,1
35411,0,1,0,手机,二线,6,470.12,没有促销,0
35412,1,0,1,电脑,二线,7,29.99,没有促销,0
35413,1,0,0,手机,二线,6,46.03,没有促销,0
35414,1,0,1,电脑,中小,10,98.47,情侣花享,0
35415,1,0,0,电脑,二线,1,473.74,拼团盛放,0
35416,0,1,1,电脑,二线,4,29.99,拼团盛放,0
35417,0,1,1,手机,中小,1,798.19,拼团盛放,0
35418,0,1,1,电脑,一线,9,104.89,没有促销,0
35419,0,1,0,手机,二线,8,332.07,没有促销,0
35420,0,1,1,手机,二线,9,29.99,情侣花享,0
35421,0,1,1,手机,二线,6,203.3,情侣花享,0
35422,1,0,1,电脑,二线,10,380.72,拼团盛放,0
35423,0,1,0,电脑,二线,2,58.64,情侣花享,1
35424,0,1,0,手机,二线,10,265.88,拼团盛放,0
35425,0,1,0,手机,二线,10,188.49,没有促销,1
35426,1,0,1,手机,二线,4,35.13,拼团盛放,0
35427,1,0,1,手机,二线,1,1589.95,没有促销,0
35428,1,0,0,手机,中小,2,423.52,没有促销,0
35429,1,0,1,电脑,中小,5,51.06,情侣花享,0
35430,0,1,1,手机,二线,1,495.71,情侣花享,0
35431,0,1,1,手机,二线,3,542.93,没有促销,0
35432,1,0,0,手机,一线,3,48.52,没有促销,0
35433,1,0,1,电脑,一线,12,29.99,情侣花享,0
35434,1,0,1,手机,二线,10,130.14,没有促销,0
35435,1,0,1,手机,一线,9,158.3,没有促销,0
35436,1,1,0,电脑,二线,10,450.27,情侣花享,1
35437,0,1,0,手机,二线,4,31.99,没有促销,0
35438,1,0,0,手机,中小,10,498.32,情侣花享,0
35439,1,0,1,手机,一线,12,60.97,情侣花享,1
35440,0,1,0,手机,一线,9,29.99,拼团盛放,0
35441,1,0,0,手机,二线,1,155.41,拼团盛放,1
35442,1,0,1,手机,二线,1,813.31,没有促销,0
35443,0,1,1,电脑,一线,4,198.39,拼团盛放,0
35444,1,0,1,电脑,一线,6,29.99,拼团盛放,0
35445,0,1,0,其它,一线,2,315.01,拼团盛放,0
35446,1,0,0,手机,一线,6,214.11,没有促销,0
35447,1,0,0,电脑,二线,11,37.62,没有促销,0
35448,0,1,1,电脑,一线,3,820.31,情侣花享,0
35449,0,1,1,电脑,一线,5,32.47,没有促销,0
35450,0,1,0,其它,中小,9,443.89,拼团盛放,1
35451,0,1,0,电脑,二线,3,342.72,情侣花享,0
35452,0,1,0,手机,中小,11,86.97,拼团盛放,1
35453,1,1,1,手机,中小,8,492.53,情侣花享,0
35454,1,0,0,电脑,二线,4,128.6,拼团盛放,0
35455,0,1,1,电脑,中小,2,129.92,拼团盛放,0
35456,1,0,0,电脑,二线,4,78.24,没有促销,0
35457,1,0,0,电脑,二线,12,91.19,情侣花享,0
35458,1,0,1,手机,二线,2,193.24,没有促销,0
35459,1,0,1,手机,中小,1,306.84,没有促销,0
35460,0,1,1,电脑,二线,4,29.99,没有促销,0
35461,0,1,0,电脑,中小,4,32.19,没有促销,0
35462,0,1,0,电脑,二线,8,181.96,没有促销,0
35463,1,0,0,手机,中小,5,131.39,情侣花享,1
35464,0,1,1,手机,中小,2,147,拼团盛放,0
35465,1,0,1,手机,中小,10,140.53,没有促销,0
35466,1,0,1,电脑,二线,10,254.39,没有促销,0
35467,1,0,0,电脑,中小,10,75.39,拼团盛放,0
35468,1,1,1,手机,中小,5,604.9,拼团盛放,1
35469,0,1,0,电脑,一线,10,229.42,情侣花享,1
35470,1,0,1,电脑,二线,10,187.45,情侣花享,0
35471,1,1,1,其它,二线,2,790.58,没有促销,0
35472,1,0,0,电脑,一线,12,209.42,情侣花享,0
35473,1,0,1,手机,中小,12,55.69,没有促销,0
35474,1,0,1,手机,二线,11,536.9,情侣花享,0
35475,1,1,1,其它,一线,4,689.31,情侣花享,0
35476,1,0,1,手机,一线,10,141.42,情侣花享,0
35477,0,1,1,手机,二线,6,200.04,情侣花享,0
35478,1,0,0,手机,一线,12,402.24,情侣花享,0
35479,0,1,1,其它,二线,3,576.09,没有促销,0
35480,1,1,0,电脑,一线,10,398.69,没有促销,0
35481,1,1,0,其它,二线,3,253.14,没有促销,0
35482,1,0,0,电脑,一线,3,383.34,拼团盛放,0
35483,1,1,0,电脑,一线,10,200.34,情侣花享,1
35484,0,1,0,手机,一线,5,49.1,情侣花享,0
35485,1,0,1,电脑,二线,4,29.99,没有促销,0
35486,0,1,0,手机,二线,2,113.95,情侣花享,0
35487,0,1,1,电脑,二线,6,123.59,拼团盛放,0
35488,1,0,1,电脑,中小,7,177.72,情侣花享,0
35489,0,1,0,其它,一线,8,223.73,没有促销,1
35490,0,1,0,手机,中小,9,69.73,没有促销,0
35491,1,0,0,电脑,二线,1,302.45,拼团盛放,0
35492,1,1,1,电脑,二线,4,559.17,拼团盛放,1
35493,1,1,0,手机,中小,1,497.96,拼团盛放,0
35494,0,1,1,其它,一线,4,967.26,拼团盛放,0
35495,0,1,1,手机,一线,2,136.91,情侣花享,0
35496,0,1,0,手机,二线,3,365.79,情侣花享,0
35497,1,0,1,电脑,二线,8,236.81,拼团盛放,0
35498,1,0,0,电脑,一线,3,139.69,没有促销,0
35499,0,1,0,手机,二线,10,176.93,拼团盛放,0
35500,0,1,1,手机,二线,12,44.13,拼团盛放,0
35501,1,0,0,手机,二线,3,212.16,拼团盛放,0
35502,0,1,1,电脑,一线,7,98.53,拼团盛放,0
35503,0,1,1,手机,一线,1,29.99,情侣花享,1
35504,1,1,1,手机,二线,12,226.63,情侣花享,0
35505,0,1,0,手机,中小,2,352.68,没有促销,0
35506,1,0,0,电脑,二线,2,344.01,情侣花享,0
35507,1,0,0,手机,中小,8,76.6,情侣花享,0
35508,1,1,1,电脑,一线,3,230.84,拼团盛放,0
35509,0,1,1,手机,中小,2,94.79,没有促销,1
35510,1,0,1,手机,一线,8,199.16,没有促销,0
35511,0,1,1,电脑,一线,12,91.09,情侣花享,0
35512,1,0,0,电脑,一线,2,455.89,没有促销,0
35513,0,1,1,手机,一线,5,183.21,拼团盛放,0
35514,1,0,1,电脑,中小,10,61.86,情侣花享,0
35515,0,1,0,手机,二线,2,58.05,拼团盛放,0
35516,1,0,0,手机,二线,9,29.99,没有促销,0
35517,0,1,1,电脑,一线,10,86.45,拼团盛放,0
35518,1,1,1,手机,二线,6,399.48,情侣花享,0
35519,1,0,1,电脑,二线,3,282.88,情侣花享,0
35520,0,1,1,手机,一线,1,203.08,拼团盛放,0
35521,1,0,0,电脑,一线,6,127.42,情侣花享,0
35522,1,0,0,手机,一线,1,170.41,没有促销,0
35523,1,0,0,电脑,二线,7,152.38,情侣花享,1
35524,1,0,1,其它,二线,3,1039.36,拼团盛放,0
35525,0,1,0,手机,一线,3,395.67,情侣花享,0
35526,1,0,0,手机,二线,3,80.92,拼团盛放,1
35527,0,1,0,电脑,二线,10,435.66,拼团盛放,1
35528,1,0,1,电脑,二线,2,91.55,拼团盛放,0
35529,1,0,1,电脑,二线,10,79.61,拼团盛放,0
35530,1,0,1,电脑,中小,11,37.31,拼团盛放,0
35531,0,1,1,手机,一线,4,43.77,没有促销,1
35532,0,1,1,其它,二线,11,280.04,没有促销,0
35533,1,0,1,电脑,二线,7,1100.26,拼团盛放,0
35534,1,0,0,手机,一线,11,203.07,没有促销,0
35535,0,1,1,其它,一线,9,544.65,情侣花享,0
35536,1,0,0,电脑,一线,1,245.98,拼团盛放,1
35537,0,1,1,电脑,二线,12,85.23,没有促销,0
35538,0,1,0,电脑,一线,1,409.16,情侣花享,0
35539,1,0,1,手机,二线,10,29.99,情侣花享,0
35540,1,0,1,电脑,一线,3,114.09,情侣花享,0
35541,0,1,0,电脑,一线,3,132.32,没有促销,0
35542,1,0,1,电脑,二线,4,29.99,没有促销,0
35543,1,0,1,手机,二线,7,42.53,拼团盛放,0
35544,0,1,1,电脑,中小,4,359.4,情侣花享,0
35545,0,1,1,其它,二线,2,536.28,拼团盛放,0
35546,0,1,1,电脑,二线,10,115.17,没有促销,0
35547,1,1,0,其它,二线,12,204.37,情侣花享,0
35548,1,1,1,电脑,一线,10,723.63,拼团盛放,0
35549,0,1,1,手机,二线,7,29.99,拼团盛放,0
35550,0,1,1,其它,二线,1,1029.41,拼团盛放,0
35551,0,1,1,其它,二线,9,598.99,拼团盛放,0
35552,1,0,1,其它,二线,7,234.74,拼团盛放,0
35553,1,0,1,手机,一线,5,45.88,没有促销,0
35554,1,0,0,手机,中小,7,44.46,拼团盛放,0
35555,1,0,1,手机,二线,6,637.97,没有促销,0
35556,1,0,1,手机,二线,10,109.15,拼团盛放,0
35557,0,1,0,手机,一线,9,40.06,拼团盛放,1
35558,1,1,1,手机,一线,1,710.72,没有促销,0
35559,0,1,1,其它,二线,2,1188.38,情侣花享,0
35560,1,0,0,电脑,二线,9,158.49,情侣花享,0
35561,1,0,0,电脑,一线,10,29.99,情侣花享,1
35562,1,1,0,手机,二线,5,269.99,情侣花享,0
35563,0,1,1,手机,一线,11,37.83,情侣花享,0
35564,0,1,1,电脑,一线,10,29.99,拼团盛放,0
35565,1,0,1,电脑,二线,3,54.53,没有促销,0
35566,1,0,0,手机,二线,7,267.93,情侣花享,0
35567,0,1,1,手机,一线,10,51.18,没有促销,0
35568,0,1,0,其它,一线,8,408.09,情侣花享,1
35569,1,0,0,手机,中小,1,73.58,没有促销,0
35570,1,0,1,手机,一线,1,253.05,情侣花享,0
35571,1,0,0,手机,二线,2,68.41,情侣花享,0
35572,0,1,1,手机,一线,7,118.07,情侣花享,0
35573,0,1,1,电脑,中小,4,166.92,情侣花享,0
35574,0,1,1,手机,一线,1,842.88,没有促销,1
35575,1,0,0,手机,二线,9,291.9,没有促销,0
35576,1,0,0,电脑,二线,2,421.16,拼团盛放,0
35577,0,1,1,电脑,一线,11,123.78,没有促销,0
35578,0,1,0,手机,二线,2,58.55,情侣花享,0
35579,1,0,0,手机,二线,7,29.99,拼团盛放,1
35580,1,0,1,电脑,中小,5,190.9,拼团盛放,0
35581,1,0,1,电脑,中小,10,147.42,拼团盛放,0
35582,0,1,0,手机,二线,10,32.28,没有促销,0
35583,1,0,0,手机,中小,5,65.76,拼团盛放,0
35584,1,0,0,其它,二线,3,463.67,拼团盛放,0
35585,0,1,1,其它,中小,3,477.36,情侣花享,1
35586,1,0,0,手机,二线,5,208.74,情侣花享,0
35587,1,0,0,手机,中小,8,138.83,没有促销,0
35588,1,0,0,电脑,中小,8,47.51,拼团盛放,0
35589,1,0,0,电脑,二线,1,87.69,拼团盛放,0
35590,1,0,1,电脑,二线,6,50.04,没有促销,0
35591,1,0,0,电脑,二线,1,41.95,没有促销,0
35592,1,0,1,手机,二线,1,29.99,没有促销,0
35593,0,1,1,手机,二线,5,286.33,拼团盛放,0
35594,0,1,1,手机,一线,12,106.74,拼团盛放,0
35595,1,0,1,电脑,一线,1,84.7,情侣花享,0
35596,1,0,1,电脑,二线,10,142.93,没有促销,0
35597,1,0,1,其它,二线,2,925.15,情侣花享,0
35598,0,1,0,电脑,一线,10,135.98,没有促销,0
35599,0,1,0,手机,一线,9,389.1,拼团盛放,0
35600,0,1,1,手机,二线,8,50.78,拼团盛放,0
35601,1,0,1,电脑,一线,7,545.01,拼团盛放,0
35602,1,0,0,电脑,一线,5,29.99,没有促销,0
35603,0,1,0,电脑,二线,3,64.46,情侣花享,1
35604,0,1,1,手机,一线,6,763.88,情侣花享,0
35605,0,1,1,电脑,二线,10,158.52,情侣花享,1
35606,0,1,0,手机,二线,9,89.35,拼团盛放,0
35607,0,1,0,电脑,二线,8,149.16,情侣花享,1
35608,0,1,1,手机,一线,8,128.18,拼团盛放,0
35609,1,0,1,手机,二线,3,64.43,情侣花享,0
35610,0,1,0,手机,一线,12,118.4,拼团盛放,1
35611,0,1,1,电脑,一线,9,108.45,情侣花享,0
35612,0,1,0,手机,二线,11,80.46,没有促销,0
35613,1,0,1,其它,二线,2,899.96,情侣花享,0
35614,0,1,0,手机,二线,10,378.94,没有促销,0
35615,1,0,0,手机,一线,6,94.38,拼团盛放,0
35616,1,0,1,电脑,一线,9,182.74,情侣花享,0
35617,0,1,1,电脑,一线,3,365.67,拼团盛放,0
35618,1,0,1,电脑,二线,7,817.54,情侣花享,0
35619,0,1,1,手机,二线,7,101.42,没有促销,0
35620,1,0,0,其它,一线,10,495.96,没有促销,0
35621,0,1,1,电脑,二线,7,85.21,情侣花享,0
35622,0,1,1,手机,二线,3,36.8,没有促销,0
35623,0,1,0,手机,一线,8,36.5,没有促销,0
35624,1,1,1,其它,一线,2,1012.64,拼团盛放,0
35625,1,0,0,电脑,二线,5,56.67,情侣花享,0
35626,0,1,1,手机,二线,2,110.37,拼团盛放,0
35627,1,1,0,电脑,二线,10,294.97,情侣花享,0
35628,0,1,0,手机,二线,4,135.2,情侣花享,0
35629,0,1,0,电脑,中小,5,65.89,拼团盛放,0
35630,0,1,0,其它,中小,7,424.04,拼团盛放,0
35631,1,0,0,电脑,二线,5,57.37,没有促销,0
35632,1,0,0,电脑,二线,11,410.36,拼团盛放,0
35633,0,1,1,其它,一线,5,244.7,没有促销,0
35634,1,0,1,手机,一线,11,29.99,情侣花享,0
35635,1,0,1,电脑,中小,8,67.99,情侣花享,0
35636,1,0,0,其它,一线,10,296.47,拼团盛放,0
35637,1,0,1,手机,一线,6,79.87,没有促销,0
35638,1,0,0,手机,一线,9,29.99,情侣花享,0
35639,0,1,0,手机,一线,10,99.17,拼团盛放,0
35640,1,0,1,电脑,一线,1,541.27,没有促销,0
35641,0,1,0,手机,一线,5,296.97,情侣花享,1
35642,1,1,1,手机,二线,1,548.51,拼团盛放,1
35643,0,1,1,手机,中小,1,247.9,拼团盛放,0
35644,0,1,0,手机,中小,9,49.63,拼团盛放,1
35645,0,1,0,电脑,一线,3,111.72,没有促销,1
35646,1,0,1,电脑,二线,10,36.57,没有促销,0
35647,0,1,1,手机,二线,3,389.61,情侣花享,0
35648,1,0,1,其它,二线,5,260.35,情侣花享,0
35649,0,1,0,手机,二线,6,33.24,拼团盛放,0
35650,1,0,0,电脑,二线,11,213.31,情侣花享,0
35651,0,1,0,电脑,中小,2,327.87,情侣花享,1
35652,1,1,1,手机,二线,7,621.88,拼团盛放,0
35653,0,1,0,手机,一线,10,56.22,情侣花享,0
35654,0,1,1,电脑,一线,2,219.15,拼团盛放,0
35655,1,0,1,电脑,二线,2,85.18,没有促销,0
35656,1,0,1,电脑,二线,12,530.35,拼团盛放,0
35657,1,0,1,电脑,二线,4,877.78,拼团盛放,0
35658,1,0,0,手机,中小,1,368.11,没有促销,0
35659,1,0,0,电脑,二线,9,29.99,情侣花享,1
35660,0,1,1,手机,二线,11,236.36,没有促销,0
35661,0,1,1,电脑,一线,11,35.92,情侣花享,0
35662,1,0,0,手机,中小,7,267.67,拼团盛放,0
35663,1,0,1,手机,二线,10,807.45,没有促销,0
35664,0,1,1,手机,中小,9,71.89,没有促销,0
35665,0,1,1,手机,一线,5,49.71,没有促销,0
35666,1,0,1,手机,二线,1,1113.34,拼团盛放,0
35667,1,1,1,手机,二线,7,767.03,没有促销,0
35668,0,1,0,电脑,二线,10,254.87,没有促销,0
35669,0,1,1,电脑,一线,10,29.99,情侣花享,0
35670,1,0,0,手机,一线,3,95.15,情侣花享,0
35671,1,0,0,电脑,一线,3,118.08,没有促销,0
35672,1,0,0,手机,一线,4,174.96,没有促销,0
35673,1,0,0,手机,二线,9,64.17,拼团盛放,0
35674,1,0,0,电脑,一线,1,129.14,没有促销,0
35675,0,1,1,手机,中小,1,745.21,拼团盛放,0
35676,0,1,0,手机,一线,10,81.64,情侣花享,0
35677,0,1,1,电脑,一线,10,142.32,情侣花享,0
35678,0,1,1,手机,二线,10,83.83,情侣花享,0
35679,1,0,0,手机,二线,12,164.82,拼团盛放,0
35680,0,1,1,电脑,一线,7,687.56,情侣花享,0
35681,1,1,0,手机,中小,3,285.42,没有促销,1
35682,0,1,1,手机,一线,9,285.02,情侣花享,0
35683,0,1,1,电脑,二线,3,812.69,拼团盛放,1
35684,1,0,1,手机,一线,11,35.87,拼团盛放,0
35685,0,1,0,手机,二线,1,388.23,情侣花享,0
