用户码,性别,玫瑰套餐,紫罗兰套餐,郁金香套餐,百合套餐,康乃馨套餐,胡姬花套餐,生日套餐,情人节套餐,会员卡类型,入会月数,会费支付方式,平均月消费,总消费,已停付会费
3185,女,是,否,否,否,否,否,否,否,月卡,11,就餐时付费,44.05,483.7,是
3186,男,是,是,否,否,是,是,是,是,月卡,47,微信自动扣款,107.35,5118.95,是
3187,男,否,否,否,是,是,否,否,是,月卡,5,就餐时付费,96.55,500.1,否
3188,女,是,是,否,是,是,是,是,是,年卡,41,微信自动扣款,109.1,4454.25,否
3189,男,否,否,是,是,否,否,是,否,双年卡,52,花呗付款,63.25,3342.45,否
3190,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,9,手工转账,20.4,181.8,否
3191,女,否,否,否,否,否,否,否,否,月卡,9,就餐时付费,43.75,405.7,否
3192,女,否,否,否,否,否,否,否,是,月卡,10,微信自动扣款,80.25,846,是
3193,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,12,微信自动扣款,19.35,212.3,否
3194,男,否,否,否,是,否,是,否,否,年卡,22,花呗付款,55.15,1193.05,是
3195,男,是,是,否,是,是,是,是,否,年卡,52,就餐时付费,68.75,3482.85,否
3196,女,是,是,否,否,否,否,是,否,月卡,43,就餐时付费,56.15,2499.3,是
3197,女,否,否,否,否,是,否,是,是,月卡,13,就餐时付费,49.15,649.4,否
3198,女,否,否,否,否,否,否,否,否,月卡,3,就餐时付费,75.8,246.3,是
3199,男,是,否,否,否,是,是,否,是,月卡,16,就餐时付费,91.55,1540.05,否
3200,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,45,花呗付款,24.7,1174.35,否
3201,女,是,是,否,否,是,否,否,否,月卡,4,就餐时付费,73.75,325.45,是
3202,女,否,否,是,是,否,否,否,否,月卡,3,就餐时付费,79.1,246.5,是
3203,女,是,否,否,是,是,否,是,是,月卡,6,就餐时付费,105.3,545.2,是
3204,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,19.6,19.6,是
3205,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,70,微信自动扣款,24.25,1724.15,否
3206,女,是,是,是,否,否,否,否,否,月卡,3,花呗付款,29.7,91.7,是
3207,男,否,否,否,是,否,否,是,是,月卡,24,就餐时付费,101.25,2440.15,是
3208,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,56,就餐时付费,24.9,1334,是
3209,女,是,否,否,是,是,否,是,是,月卡,25,就餐时付费,98.5,2514.5,是
3210,女,否,否,是,是,是,是,是,否,年卡,53,就餐时付费,53.6,2879.2,否
3211,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,69.85,69.85,是
3212,男,是,是,否,否,否,否,是,是,年卡,25,就餐时付费,90.4,2178.6,是
3213,男,是,是,否,否,否,否,否,否,月卡,8,微信自动扣款,44.65,369.15,否
3214,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,27,手工转账,19.9,550.1,否
3215,女,是,否,是,是,是,否,否,是,年卡,60,就餐时付费,50.05,2911.5,否
3216,女,否,否,否,否,否,否,否,是,月卡,20,就餐时付费,81.45,1671.6,否
3217,女,否,否,否,是,是,否,是,是,年卡,56,微信自动扣款,104.75,5510.65,是
3218,女,否,否,否,否,否,否,否,是,月卡,1,就餐时付费,81.1,81.1,是
3219,女,否,否,否,否,是,是,否,是,双年卡,42,花呗付款,66.5,2762.75,否
3220,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,16,微信自动扣款,20.1,318.6,否
3221,女,是,是,否,是,是,是,是,是,双年卡,65,花呗付款,110.8,7245.9,否
3222,女,是,否,否,否,否,否,是,是,年卡,20,微信自动扣款,91,1859.5,否
3223,男,否,否,是,否,否,是,是,否,双年卡,33,就餐时付费,88.95,3027.65,否
3224,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,22,微信自动扣款,20.45,471.55,否
3225,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,44,花呗付款,20.4,905.55,否
3226,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,微信自动扣款,26.25,1988.05,否
3227,男,否,否,是,否,否,否,否,否,月卡,8,就餐时付费,30.45,226.45,是
3228,男,否,否,否,否,否,否,是,是,月卡,7,就餐时付费,93.85,635.6,是
3229,女,是,否,否,是,否,是,是,是,年卡,51,花呗付款,78.65,3950.85,否
3230,女,否,否,是,否,是,是,是,是,双年卡,69,花呗付款,110.25,7467.55,否
3231,男,否,否,否,是,否,否,是,否,月卡,57,就餐时付费,39.3,2111.45,是
3232,男,否,是,否,否,是,否,是,否,年卡,35,就餐时付费,85.15,3030.6,是
3233,女,是,是,否,否,否,否,否,否,月卡,2,就餐时付费,70.4,147.15,是
3234,男,否,否,否,否,否,否,否,是,月卡,15,就餐时付费,79.4,1156.1,是
3235,男,否,是,是,是,否,是,否,否,年卡,53,花呗付款,62.85,3419.5,否
3236,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,22,手工转账,19.95,433.5,否
3237,女,否,否,否,否,否,否,是,是,月卡,9,手工转账,88.4,788.6,否
3238,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.35,20.35,否
3239,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,32,手工转账,18.95,613.95,否
3240,女,是,是,否,否,否,是,否,否,月卡,6,就餐时付费,80.5,502.85,是
3241,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,62,微信自动扣款,19.95,1244.8,否
3242,男,是,否,否,是,否,否,否,是,月卡,34,手工转账,88.85,3000.25,否
3243,男,否,是,否,是,是,是,否,否,年卡,54,就餐时付费,61,3283.05,否
3244,女,是,是,否,否,否,否,否,是,月卡,13,就餐时付费,55.95,734.35,是
3245,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,30,手工转账,19.3,602.9,否
3246,男,是,是,是,否,是,否,是,否,年卡,17,微信自动扣款,70.35,1201.65,否
3247,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,55,手工转账,19.5,1026.35,否
3248,女,是,否,是,否,是,是,是,是,月卡,7,微信自动扣款,81.25,580.1,否
3249,女,是,否,否,否,是,否,是,是,月卡,18,花呗付款,95.95,1745.5,否
3250,女,是,是,否,否,否,否,否,否,月卡,6,手工转账,45.5,285.2,否
3251,男,否,否,否,是,是,是,否,是,双年卡,53,微信自动扣款,73.9,3958.25,否
3252,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,45,手工转账,24.45,1088.25,否
3253,男,是,否,否,否,否,否,否,否,月卡,16,微信自动扣款,73.85,1284.2,是
3254,女,是,否,是,是,是,否,否,是,年卡,64,微信自动扣款,97,6430.9,否
3255,女,否,否,是,是,否,是,否,否,年卡,18,手工转账,40.2,711.95,否
3256,男,是,否,是,否,是,是,否,是,双年卡,70,花呗付款,74.8,5315.8,否
3257,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,69,微信自动扣款,23.95,1713.1,否
3258,女,是,是,否,是,是,否,是,否,月卡,40,花呗付款,96.35,3915.4,否
3259,女,是,是,否,是,是,是,是,是,月卡,21,就餐时付费,102.8,2110.15,是
3260,女,否,否,是,是,否,否,否,是,月卡,19,就餐时付费,95.15,1789.25,是
3261,男,是,是,是,否,是,否,是,否,月卡,18,手工转账,87.9,1500.5,否
3262,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.05,20.05,否
3263,男,否,否,否,否,否,否,否,是,月卡,2,微信自动扣款,62.05,118.3,是
3264,女,是,否,是,否,是,是,是,是,双年卡,33,微信自动扣款,59.55,2016.3,否
3265,女,是,是,是,是,是,是,否,是,年卡,60,花呗付款,74.85,4456.35,否
3266,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,19.3,19.3,是
3267,男,是,否,否,是,是,是,是,是,双年卡,72,花呗付款,109.75,7758.9,否
3268,女,否,否,是,是,是,是,是,否,双年卡,63,花呗付款,79.85,4861.45,否
3269,男,否,否,否,否,否,否,否,否,月卡,2,手工转账,45,96.45,是
3270,男,否,否,是,是,否,是,否,否,月卡,12,就餐时付费,67.25,832.3,否
3271,女,否,否,是,否,是,是,否,否,月卡,31,就餐时付费,87.6,2724.25,否
3272,男,是,是,是,是,是,是,是,是,双年卡,71,花呗付款,89.9,6457.15,否
3273,男,是,否,是,是,是,否,是,否,年卡,50,微信自动扣款,101.9,5265.5,否
3274,男,否,否,是,是,否,否,否,是,双年卡,54,微信自动扣款,46.2,2431.95,否
3275,女,否,否,否,否,否,是,否,否,月卡,1,就餐时付费,52.2,52.2,是
3276,女,否,否,是,否,否,否,否,否,月卡,11,就餐时付费,55.6,580.8,否
3277,男,是,否,否,是,是,是,是,否,年卡,44,就餐时付费,70.95,3250.45,否
3278,男,是,否,否,否,是,是,是,是,双年卡,62,微信自动扣款,107.6,6912.7,否
3279,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,18,微信自动扣款,19.8,342.3,否
3280,男,否,否,否,否,否,否,是,否,年卡,57,就餐时付费,86.9,4939.25,否
3281,男,是,否,否,是,是,是,否,是,双年卡,70,微信自动扣款,98.7,6858.9,否
3282,女,否,否,否,是,否,否,是,是,月卡,21,花呗付款,99.85,1992.55,否
3283,男,否,否,否,否,否,否,否,否,月卡,17,就餐时付费,45.05,770.6,是
3284,女,是,否,否,是,是,否,是,否,月卡,42,就餐时付费,95.55,3930.6,否
3285,女,是,否,否,否,是,是,否,否,年卡,21,就餐时付费,79.2,1742.45,否
3286,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,3,就餐时付费,19.55,61.05,否
3287,女,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,8,手工转账,19.95,170.9,否
3288,男,是,是,否,否,是,否,否,是,月卡,18,就餐时付费,57.45,990.85,是
3289,女,否,否,否,否,是,否,否,是,月卡,2,就餐时付费,88.55,179.25,是
3290,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,2,手工转账,20.2,34.75,否
3291,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,51,花呗付款,19.6,967.9,否
3292,男,是,是,是,否,否,否,是,是,年卡,21,微信自动扣款,75.9,1549.75,否
3293,男,否,否,否,否,是,是,否,否,月卡,31,就餐时付费,55.25,1715.65,是
3294,女,否,否,是,是,是,是,是,是,双年卡,70,花呗付款,89.75,6367.2,否
3295,男,是,否,否,否,是,是,是,是,月卡,55,微信自动扣款,54.55,2978.3,是
3296,男,否,否,是,否,是,是,是,否,年卡,67,微信自动扣款,49.35,3321.35,否
3297,女,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,70.1,70.1,是
3298,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,21,手工转账,19.6,390.4,否
3299,女,是,否,否,否,否,否,否,否,月卡,22,就餐时付费,69.25,1554,是
3300,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,45.2,45.2,否
3301,女,否,否,否,否,否,否,否,是,月卡,11,花呗付款,84.8,906.85,是
3302,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,34,花呗付款,25.6,917.15,否
3303,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,花呗付款,25.85,1872.2,否
3304,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,29,就餐时付费,20,540.05,否
3305,男,是,否,否,是,否,否,是,是,年卡,56,花呗付款,100.3,5614.45,是
3306,男,是,是,是,是,否,是,否,否,月卡,5,花呗付款,64.4,316.9,否
3307,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,20,就餐时付费,20,417.65,否
3308,男,否,否,是,否,是,否,否,否,月卡,18,手工转账,33.6,550.35,否
3309,男,否,是,否,否,是,否,是,是,双年卡,45,微信自动扣款,99.7,4634.35,否
3310,女,否,否,否,否,否,否,否,是,月卡,2,就餐时付费,79.6,195.05,是
3311,男,是,否,否,是,否,是,是,是,月卡,20,就餐时付费,107.05,2172.05,否
3312,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,29,手工转账,20,599.3,否
3313,女,否,否,否,是,否,是,是,是,双年卡,50,手工转账,79.6,4024.2,否
3314,女,否,否,否,否,否,否,是,否,月卡,11,手工转账,35.8,363.15,否
3315,男,是,是,是,是,是,是,是,是,双年卡,72,花呗付款,91.95,6614.9,否
3316,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,6,手工转账,19.65,100.9,否
3317,女,否,否,否,是,是,否,否,否,月卡,44,微信自动扣款,84.8,3862.55,是
3318,男,是,否,是,否,是,是,是,是,双年卡,72,花呗付款,86.65,6094.25,否
3319,男,否,否,是,否,否,是,否,是,月卡,48,就餐时付费,95.4,4445.3,否
3320,男,否,否,是,是,否,否,是,否,月卡,50,微信自动扣款,70.35,3454.6,否
3321,男,否,否,否,否,否,否,否,是,月卡,1,手工转账,55.55,55.55,否
3322,男,否,是,否,否,否,否,否,否,月卡,1,就餐时付费,24.75,24.75,是
3323,男,是,是,是,否,是,是,是,是,年卡,36,花呗付款,60.7,2234.55,否
3324,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,7,手工转账,20.25,144.35,否
3325,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,40,手工转账,20.15,804.85,否
3326,男,否,否,否,否,是,否,是,是,月卡,26,就餐时付费,98.35,2515.3,是
3327,男,是,是,是,是,是,是,否,否,双年卡,72,花呗付款,72.1,5016.65,否
3328,男,是,否,否,否,是,是,是,是,双年卡,63,花呗付款,79.8,5034.05,否
3329,女,是,否,是,否,否,是,否,否,月卡,2,就餐时付费,80.15,194.55,否
3330,男,是,是,是,否,是,否,是,否,年卡,60,微信自动扣款,95.4,5812,否
3331,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,47,微信自动扣款,19.3,890.5,否
3332,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.5,20.5,是
3333,男,否,否,是,是,否,是,是,是,月卡,25,手工转账,79,1902,否
3334,女,否,否,否,否,否,否,否,否,月卡,1,手工转账,50.1,50.1,是
3335,女,否,否,否,否,否,否,否,否,月卡,4,就餐时付费,75.65,302.35,否
3336,女,否,否,否,否,否,否,否,是,月卡,4,就餐时付费,84.6,360.1,是
3337,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,37,手工转账,19.6,727.8,否
3338,男,是,是,否,是,是,否,是,是,双年卡,72,微信自动扣款,75.4,5480.25,否
3339,女,是,否,否,是,是,否,是,是,年卡,67,微信自动扣款,105.7,6816.95,否
3340,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,70.4,70.4,是
3341,女,是,否,否,是,否,是,是,是,年卡,59,就餐时付费,80.1,4693.2,否
3342,女,是,否,是,是,否,否,否,是,月卡,43,就餐时付费,94.1,4107.3,否
3343,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,19.45,19.45,是
3344,女,否,否,否,否,否,否,否,否,月卡,4,就餐时付费,70.4,281,是
3345,女,是,是,是,是,是,是,否,否,月卡,9,手工转账,65,663.05,是
3346,男,是,是,否,是,是,否,否,否,月卡,30,微信自动扣款,82.05,2570.2,否
3347,男,否,否,否,是,否,否,否,否,月卡,2,就餐时付费,74.75,144.8,否
3348,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,13,花呗付款,19.45,232.1,否
3349,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,30,手工转账,19.05,637.55,否
3350,女,是,是,否,否,否,是,否,否,年卡,12,花呗付款,30.25,368.85,否
3351,男,是,否,是,是,是,是,是,是,双年卡,63,花呗付款,110.1,6705.7,否
3352,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,48,手工转账,23.55,1173.35,否
3353,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,微信自动扣款,20.15,20.15,否
3354,女,是,否,是,是,是,是,否,是,双年卡,71,微信自动扣款,82.7,5831.2,否
3355,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,61,手工转账,24.4,1417.9,否
3356,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,5,微信自动扣款,20.05,94.15,否
3357,男,是,否,否,是,是,是,是,是,年卡,46,微信自动扣款,59.9,2816.65,是
3358,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.2,20.2,是
3359,男,是,否,是,否,是,是,是,是,年卡,47,花呗付款,110.85,5275.8,是
3360,男,是,否,否,否,是,否,是,是,年卡,59,微信自动扣款,99.5,5961.1,是
3361,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,26,花呗付款,19.8,457.3,否
3362,女,是,否,否,是,否,否,否,否,月卡,5,就餐时付费,81,371.65,是
3363,女,否,否,是,是,否,否,是,否,月卡,40,手工转账,65.1,2586,否
3364,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,7,微信自动扣款,20.25,174.7,否
3365,女,否,是,是,是,否,是,否,否,月卡,1,就餐时付费,60,60,是
3366,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,19.9,19.9,是
3367,女,是,是,是,是,否,否,是,是,年卡,48,花呗付款,103.25,5037.55,是
3368,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,8,微信自动扣款,19.45,159.2,否
3369,女,是,是,是,否,否,否,否,否,月卡,11,就餐时付费,29.6,346.45,否
3370,女,否,否,否,否,否,是,是,是,月卡,38,就餐时付费,99.55,3734.25,是
3371,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,34,手工转账,20.8,635.9,否
3372,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,19,手工转账,20.2,387.4,否
3373,女,是,否,是,是,是,是,是,是,双年卡,70,就餐时付费,113.65,7714.65,否
3374,女,是,否,否,否,否,否,否,否,月卡,1,就餐时付费,68.95,68.95,是
3375,男,否,否,否,否,否,否,否,是,月卡,4,就餐时付费,79.9,324.3,是
3376,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,51,微信自动扣款,20.65,1020.75,否
3377,女,是,否,是,否,否,否,是,否,年卡,35,微信自动扣款,62.15,2215.45,否
3378,男,否,否,否,否,否,是,否,是,月卡,30,花呗付款,89.9,2723.15,否
3379,女,是,否,否,否,否,是,否,是,月卡,8,就餐时付费,90.25,743.75,否
3380,男,是,是,是,是,是,是,否,是,年卡,72,花呗付款,104.9,7537.5,否
3381,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,10,手工转账,19.3,185.2,否
3382,女,是,否,否,否,否,否,否,否,月卡,4,就餐时付费,25.15,99.95,否
3383,女,否,否,否,是,否,否,否,否,月卡,23,就餐时付费,79.15,1676.95,是
3384,男,否,否,否,否,否,否,否,否,月卡,2,就餐时付费,44.7,93.7,是
3385,男,是,是,否,是,是,是,是,是,年卡,50,微信自动扣款,103.4,5236.4,否
3386,女,否,否,否,是,否,否,是,是,月卡,30,就餐时付费,100.2,2983.8,是
3387,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,71,微信自动扣款,19.85,1326.35,否
3388,女,否,否,否,是,否,否,否,否,月卡,10,花呗付款,81,818.05,是
3389,女,否,否,是,否,否,否,否,否,月卡,20,就餐时付费,79.15,1520.9,是
3390,男,是,否,否,是,否,否,否,否,月卡,29,微信自动扣款,80.15,2265.25,是
3391,男,否,否,否,否,否,否,否,否,月卡,18,手工转账,25.15,476.8,否
3392,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,花呗付款,20.1,1326.25,否
3393,女,是,是,是,否,否,否,是,否,月卡,32,就餐时付费,89.6,2901.8,否
3394,男,否,否,否,否,是,否,是,是,月卡,8,就餐时付费,100.6,819.4,是
3395,女,否,否,否,是,是,否,否,否,月卡,13,就餐时付费,84.45,1058.6,是
3396,男,否,否,否,否,否,否,否,是,月卡,25,就餐时付费,84.8,2043.45,是
3397,男,是,否,否,是,是,否,是,是,双年卡,72,微信自动扣款,103.75,7346.2,否
3398,女,否,否,是,是,否,否,否,否,月卡,22,就餐时付费,81.7,1820.9,否
3399,女,否,否,是,是,是,是,否,否,年卡,61,花呗付款,43.7,2696.55,否
3400,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,42,就餐时付费,20.25,835.5,否
3401,男,否,是,否,否,否,是,是,是,年卡,35,手工转账,72.1,2495.15,否
3402,男,是,否,否,否,否,否,是,否,月卡,1,就餐时付费,86.05,86.05,是
3403,女,否,否,否,是,否,否,否,否,月卡,40,花呗付款,74.8,2971.7,否
3404,男,否,否,否,是,否,否,否,否,月卡,20,手工转账,51.8,1023.85,否
3405,女,是,是,是,是,否,是,是,是,年卡,66,花呗付款,110.6,7210.85,否
3406,女,是,是,是,否,是,是,是,是,双年卡,72,微信自动扣款,83.3,6042.7,否
3407,女,是,是,否,是,否,否,否,否,月卡,16,花呗付款,79.95,1267.95,否
3408,女,是,否,是,是,是,否,是,是,双年卡,72,就餐时付费,112.4,8046.85,否
3409,女,否,否,否,否,否,否,是,是,月卡,46,微信自动扣款,96.05,4399.5,是
3410,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,19,花呗付款,24.1,439.2,否
3411,男,是,是,是,否,否,否,是,是,月卡,29,花呗付款,94.65,2649.15,是
3412,男,是,否,否,是,是,否,是,是,年卡,65,微信自动扣款,103.15,6792.45,否
3413,男,是,否,是,是,否,否,否,否,月卡,67,微信自动扣款,83.85,5588.8,否
